"ID","Title","Keywords","FirstLevel"
"157","Organic Perspectives of Knowledge Management: Knowledge Evolution through a Cycle of Knowledge Liquidization and Crystallization","knowledge liquidization and crystallization,knowledge management,community of practice,Knowledge Nebula Crystallizer,livingOM,ART-SHTA,organic perspective","H"
"157","Organic Perspectives of Knowledge Management: Knowledge Evolution through a Cycle of Knowledge Liquidization and Crystallization","knowledge liquidization and crystallization,knowledge management,community of practice,Knowledge Nebula Crystallizer,livingOM,ART-SHTA,organic perspective","I"
"157","Organic Perspectives of Knowledge Management: Knowledge Evolution through a Cycle of Knowledge Liquidization and Crystallization","knowledge liquidization and crystallization,knowledge management,community of practice,Knowledge Nebula Crystallizer,livingOM,ART-SHTA,organic perspective","K"
"159","Supporting Knowledge Creation and Sharing in Communities Based on Mapping Implicit Knowledge","knowledge Management,communities of practice,knowledge discovery,knowledge visualisation,semantic web","H"
"160","Etiquette, Empathy and Trust in Communities of Practice: Stepping-Stones to Social Capital","tacit knowledge,explicit knowledge,social norms,trust,etiquette,social capital,communities of practice,online communities,sociability","A"
"160","Etiquette, Empathy and Trust in Communities of Practice: Stepping-Stones to Social Capital","tacit knowledge,explicit knowledge,social norms,trust,etiquette,social capital,communities of practice,online communities,sociability","H"
"160","Etiquette, Empathy and Trust in Communities of Practice: Stepping-Stones to Social Capital","tacit knowledge,explicit knowledge,social norms,trust,etiquette,social capital,communities of practice,online communities,sociability","I"
"161","On Determinism of Evolution-Communication P Systems","Membrane computing,P system,Determinism,Computational  completeness","F"
"162","Population P Systems","Membrane computing,Cell bonding,Cell division,Cell differentiation,Turing computability","F"
"163","P Systems with Symport/Antiport of Rules","Membrane computing,Communication,Evolution,P system,Symport,Antiport","F"
"164","A Note on Complexity Measures for Probabilistic P Systems","P systems,Entropy,Natural Computing","F"
"164","A Note on Complexity Measures for Probabilistic P Systems","P systems,Entropy,Natural Computing","G"
"164","A Note on Complexity Measures for Probabilistic P Systems","P systems,Entropy,Natural Computing","H"
"165","Finding the Maximum Element Using P Systems","Maximum value,P systems,Natural computing,Membrane computing","F"
"166","On P Systems with Promoters/Inhibitors","P Systems,universality,promoters,inhibitors","F"
"167","Simulating the Fredkin Gate with Energy-Based P Systems","Energy-based P systems,Fredkin gate,conservative logic,reversibility,conservativeness","F"
"168","A Java Simulator for Membrane Computing","P system,Parallelism,Simulation,Java","D"
"168","A Java Simulator for Membrane Computing","P system,Parallelism,Simulation,Java","F"
"169","An Efficient Family of P Systems for Packing Items into Bins","Membrane computing,Recognizer P systems,Complexity classes,Bin Packing problem,CLIPS","F"
"170","P Systems with Active Membranes and Separation Rules","Natural computing,Membrane computing,Distributed computing","C"
"170","P Systems with Active Membranes and Separation Rules","Natural computing,Membrane computing,Distributed computing","F"
"172","Knowledge Integration as a Source of Competitive Advantage in Large Croatian Enterprises","knowledge integration,knowledge management,strategic human resource management,competitive advantage","A"
"172","Knowledge Integration as a Source of Competitive Advantage in Large Croatian Enterprises","knowledge integration,knowledge management,strategic human resource management,competitive advantage","H"
"173","A Systematic Approach for Knowledge Audit Analysis: Integration of Knowledge Inventory, Mapping and Knowledge Flow Analysis","knowledge audit,knowledge inventory,knowledge map,social network analysis,knowledge flow analysis","A"
"174","Semantic-based Approach to Task Assignment of Individual Profiles","skill matching,knowledge elicitation,Description Logics","H"
"174","Semantic-based Approach to Task Assignment of Individual Profiles","skill matching,knowledge elicitation,Description Logics","I"
"174","Semantic-based Approach to Task Assignment of Individual Profiles","skill matching,knowledge elicitation,Description Logics","K"
"175","Facilitating Knowledge Communication through Joint Interactive Visualization","visualization,knowledge communication,knowledge evasion,knowledge refusal,knowledge disavowal,joint interaction","H"
"175","Facilitating Knowledge Communication through Joint Interactive Visualization","visualization,knowledge communication,knowledge evasion,knowledge refusal,knowledge disavowal,joint interaction","J"
"176","A Framework for the Successful Introduction of KM Using CBR and Semantic Web Technologies","case-based reasoning,knowledge management,semantic Web","H"
"177","Knowledge Management Analysis of the Research & Development & Transference Process at HEROs: a Public University Case","Knowledge Management at Universities,Research and Development Management,Process Analysis","A"
"177","Knowledge Management Analysis of the Research & Development & Transference Process at HEROs: a Public University Case","Knowledge Management at Universities,Research and Development Management,Process Analysis","E"
"177","Knowledge Management Analysis of the Research & Development & Transference Process at HEROs: a Public University Case","Knowledge Management at Universities,Research and Development Management,Process Analysis","K"
"178","SELaKT - Social Network Analysis as a Method for Expert Localisation and Sustainable Knowledge Transfer","knowledge networks,collaboration,communities of practice,expert localisation,distributed knowledge management,knowledge sharing,social network analysis,sustainability,strategies,implementation,applied research","A"
"178","SELaKT - Social Network Analysis as a Method for Expert Localisation and Sustainable Knowledge Transfer","knowledge networks,collaboration,communities of practice,expert localisation,distributed knowledge management,knowledge sharing,social network analysis,sustainability,strategies,implementation,applied research","H"
"178","SELaKT - Social Network Analysis as a Method for Expert Localisation and Sustainable Knowledge Transfer","knowledge networks,collaboration,communities of practice,expert localisation,distributed knowledge management,knowledge sharing,social network analysis,sustainability,strategies,implementation,applied research","J"
"179","An Investigation into Sharing Metadata: ""I'm not thinking what you are thinking""","metadata,knowledge sharing,agreement","H"
"181","Modelling Lexical Databases with Formal Concept Analysis","Formal Concept Analysis,lexical databases,semantic relations","I"
"182","Breadth First Search Graph Partitions and Concept Lattices","formal concept analysis,Bipartite Graph,Breadth First Search","G"
"183","Exploiting the Potential of Concept Lattices for Information Retrieval with CREDO","concept lattices,information retrieval,CREDO,web mining","H"
"184","Conflict Avoidance in Additive Order Diagrams","lattice diagrams,automatic diagram layout","H"
"186","On the Intractability of Computing the Duquenne-Guigues Base","implication base,computational complexity","F"
